state,date,new_cases,avg_cases,total_cases,recent_new,color
Alaska,2020-03-12,0,0.0,68324,0,orange
Alaska,2020-03-13,0,0.4,68324,0,orange
Alaska,2020-03-14,0,0.8333333333333334,68324,0,orange
Alaska,2020-03-15,0,1.1428571428571428,68324,0,orange
Alaska,2020-03-16,2,1.5714285714285714,68324,2,orange
Alaska,2020-03-17,3,1.8571428571428572,68324,3,orange
Alaska,2020-03-18,3,2.857142857142857,68324,1.1428571428571428,orange
Alaska,2020-03-19,3,3.0,68324,1.5714285714285714,orange
Alaska,2020-03-20,2,4.714285714285714,68324,1.8571428571428572,orange
Alaska,2020-03-21,7,5.142857142857143,68324,2.857142857142857,orange
Alaska,2020-03-22,1,7.142857142857143,68324,3.0,orange
Alaska,2020-03-23,14,8.142857142857142,68324,4.714285714285714,orange
